#Johnson-Glass J, 1988PASP..100.1134B
1.04 0.00
1.06 0.02
1.08 0.11
1.10 0.42
1.12 0.32
1.14 0.47
1.16 0.63
1.18 0.73
1.20 0.77
1.22 0.81
1.24 0.83
1.26 0.88
1.28 0.94
1.30 0.91
1.32 0.79
1.34 0.68
1.36 0.04
1.38 0.11
1.40 0.07
1.42 0.03
1.44 0.00

           
           
           
           
