#13 Color 58' filter
#Johnson and Mitchell, 1975 RMxAA, 1, 299
0.554 0.000
0.556 0.002
0.558 0.003
0.560 0.004
0.562 0.005
0.564 0.007
0.566 0.014
0.568 0.026
0.570 0.055
0.572 0.150
0.574 0.401
0.576 0.784
0.578 0.942
0.580 0.926
0.582 0.940
0.584 0.995
0.586 1.000
0.588 0.960
0.590 0.912
0.592 0.909
0.594 0.862
0.596 0.594
0.598 0.268
0.600 0.117
0.602 0.050
0.604 0.025
0.606 0.013
0.608 0.007
0.610 0.002
0.612 0.002
0.614 0.000


