#Johnson-Glass L', 1988PASP..100.1134B
3.44 0.00
3.48 0.02
3.52 0.19
3.56 0.80
3.60 0.90
3.64 0.91
3.68 0.85
3.72 0.82
3.76 0.86
3.80 0.88
3.84 0.86
3.88 0.91
3.92 0.97
3.96 0.97
4.00 0.97
4.08 0.63
4.12 0.54
4.16 0.24
4.20 0.00
